Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Otutodilichukwu,544,France,Male,49,8,135301.3896,1,0,0,46809.58914,1
Adams,731,Spain,Male,43,1,116407.3607,1,0,0,18760.63543,1
Dubinina,668,France,Male,43,4,118531.4882,2,1,0,84685.17444,1
T'an,623,Spain,Male,44,7,136795.5058,1,0,0,95566.70883,1
Moran,573,Spain,Female,40,3,111369.7879,1,0,0,45838.51188,1
Ch'eng,514,Spain,Female,42,1,179192.6835,1,0,1,198101.9158,1
Phillips,668,Germany,Female,50,2,118667.1413,1,0,0,156871.5872,1
Chuang,750,Spain,Male,43,5,127460.332,1,1,0,115778.7772,1
Royston,697,Germany,Female,36,7,147940.2287,1,0,0,185089.0943,1
Fields,606,Germany,Female,48,3,96775.78412,1,0,0,36088.42151,1
Achebe,702,Spain,Male,63,4,58967.44954,1,0,0,93492.19822,1
Goddard,650,Spain,Female,40,3,137666.4178,1,1,0,47773.5852,1
Drake,615,Spain,Male,33,5,166590.8297,1,1,0,9168.343795,1
Kodilinyechukwu,710,Spain,Female,36,3,145730.8629,1,0,0,130690.8065,1
Fiore,643,Germany,Male,43,3,155584.2508,1,1,0,115343.5667,1
Faulkner,734,Spain,Male,43,1,156783.3402,1,1,0,138599.8518,1
Pisani,517,Germany,Female,38,3,128795.4127,1,1,0,16129.62777,1
Cremonesi,614,France,Male,49,1,131123.6863,1,1,0,195484.168,1
Artyomova,747,Germany,Female,51,4,135426.736,1,0,0,68448.61448,1
Rizzo,813,France,Female,43,1,146975.042,1,1,0,33055.58466,1
Lucas,521,France,Male,40,7,130153.3467,1,0,0,167668.9535,1
Ho,820,France,Male,44,4,109410.0226,1,1,0,60163.11809,1
Scott,706,France,Male,54,1,108755.1604,1,1,0,128009.1367,1
Davison,647,Spain,Male,50,1,102095.6175,2,0,0,54806.38873,1
Milne,729,Spain,Female,45,4,47566.10669,1,1,0,83260.29231,1
Akabueze,675,Spain,Male,47,8,153870.0576,1,1,0,64578.75344,1
Dodgshun,696,Spain,Male,45,3,95797.00403,1,1,0,139199.7749,1
Osinachi,682,France,Male,35,2,134880.8861,1,0,0,63667.83125,1
Boyd,661,Germany,Male,30,3,108580.7197,1,1,0,54039.51206,1
Hsia,733,Germany,Male,59,5,71298.66002,1,0,0,87322.44196,1
Dickson,691,France,Female,38,8,157840.0363,1,0,0,191647.1937,1
Watts,747,Germany,Male,34,5,146760.259,1,0,0,58185.92891,1
McDonald,754,France,Male,30,6,98754.05641,1,0,0,170412.1686,1
Ebelechukwu,710,France,Female,41,6,129899.4035,1,0,1,10621.19293,1
Chiemela,648,France,Female,41,7,125153.7301,1,0,0,26313.97471,1
Cheng,599,France,Male,42,6,145206.6928,1,1,0,116369.3252,1
Gray,697,France,Female,45,5,150173.9919,1,0,1,115595.0908,1
Matthews,623,Germany,Female,54,4,142952.4841,1,0,0,160165.8183,1
Colombo,822,Germany,Female,45,3,148850.9832,1,1,0,28421.56803,1
Chukwuebuka,629,Spain,Female,36,4,134444.5405,1,0,1,106903.4232,1
Jefferies,525,Spain,Female,34,2,177067.5212,1,0,0,116325.5227,1
Saunders,743,Germany,Female,54,2,149861.8494,1,0,0,32847.16389,1
Dean,735,France,Female,37,3,140408.0501,1,0,0,33235.60113,1
Atkins,611,France,Female,47,4,97985.30348,1,0,0,126688.9022,1
Meagher,709,Germany,Female,62,5,97336.97419,1,0,0,9484.33003,1
King,737,Germany,Female,48,4,132480.2953,1,0,0,120882.0171,1
Estes,757,Germany,Male,32,1,101145.8141,1,0,0,60489.34202,1
Hope,577,Spain,Male,36,1,131746.479,1,1,0,147176.1828,1
Murray,594,France,Male,46,2,98423.48257,1,0,0,88142.14314,1
Ibeamaka,558,France,Female,34,8,77865.26119,1,0,0,178517.7224,1
Tsao,710,Germany,Female,33,4,115789.4695,1,0,0,62628.15812,1
Hanson,721,France,Male,48,6,136201.8899,1,0,0,164542.7324,1
Wilson,613,Spain,Male,45,9,111258.1793,1,1,0,17228.7886,1
Uwaezuoke,764,France,Male,36,0,167267.7864,1,1,0,133511.8877,1
Lamb,559,Spain,Female,38,7,111943.4314,2,0,0,27629.90647,1
Norman,810,Spain,Female,50,7,140645.8013,1,1,0,117492.9597,1
Lambie,653,France,Female,44,7,131142.0278,1,0,0,182535.2595,1
Tucker,573,Spain,Male,39,6,110603.8057,1,0,0,77069.3283,1
Jideofor,557,France,Male,33,0,117047.2257,1,1,0,109154.393,1
Parsons,797,Germany,Male,59,6,204093.152,1,1,0,31854.14922,1
Hamilton,692,Germany,Male,51,4,87567.74352,1,1,0,94283.57216,1
Loggia,697,Germany,Female,43,6,137461.6908,1,0,0,30838.83099,1
Lu,604,Spain,Male,40,3,100648.7186,1,1,1,132254.9027,1
Iweobiegbunam,704,Germany,Female,39,1,81569.44893,1,1,0,116532.2977,1
Hingston,525,Spain,Female,41,5,159267.5345,1,0,0,12315.26764,1
McIntyre,632,Spain,Female,44,4,122060.6787,1,1,0,124648.5652,1
Lumholtz,696,Germany,Female,43,7,121580.5521,1,0,0,179610.0378,1
Toscani,607,Germany,Female,39,4,98479.4266,1,0,0,94939.63874,1
Padovano,623,France,Female,47,1,98033.34682,1,0,0,191286.4032,1
Kapustina,603,France,Male,42,9,177493.9166,1,1,0,96978.77154,1
Dunn,634,France,Male,44,2,86128.71452,1,0,0,157158.7949,1
Yao,658,Spain,Female,36,7,112291.4172,1,0,0,188565.7262,1
De Salis,589,Germany,Male,42,5,119445.5717,1,0,0,144104.8098,1
Thompson,765,Germany,Male,38,7,106557.9752,1,1,1,166718.7395,1
Yobachukwu,669,Spain,Female,40,5,123857.6799,1,1,0,6568.712847,1
Sung,691,Spain,Male,50,6,108464.6262,1,1,0,108805.5458,1
Lu,607,Germany,Male,49,3,153922.2316,1,0,0,20915.67012,1
Barlow,508,Spain,Female,40,3,209858.4498,1,1,0,92095.68805,1
Mahomed,577,Germany,Male,49,5,143327.9998,1,1,0,179183.5303,1
Tsao,692,Germany,Male,38,3,109023.9047,1,1,0,108798.9429,1
Hs?,752,France,Female,34,6,59843.37971,1,0,0,57136.98649,1
Quinn,491,France,Male,45,8,116905.199,1,0,0,26353.62907,1
Scott,586,Spain,Male,62,9,105770.9906,1,1,0,19617.6668,1
Bergamaschi,608,Spain,Male,52,4,141516.6277,1,0,0,25043.4536,1
Obidimkpa,558,Germany,Female,48,5,89013.97481,1,0,0,173953.4435,1
Chukwuebuka,657,Spain,Female,35,2,119602.6346,1,1,0,35528.97525,1
Mishina,533,France,Male,48,4,100062.1918,1,0,0,63560.2259,1
H?,515,Germany,Female,43,7,166374.4327,1,0,0,194207.647,1
Dietz,650,France,Female,54,1,136742.719,1,0,0,41656.279,1
Tien,626,France,Male,43,7,61422.11825,1,0,1,159091.9178,1
Azubuike,540,France,Male,30,4,125489.6932,1,0,0,59925.20679,1
Tuan,786,France,Female,45,7,218072.7717,1,0,0,189285.8181,1
Fraser,623,France,Male,38,2,183107.018,1,1,0,3581.379327,1
Watkins,825,Spain,Male,57,8,103938.0381,1,0,0,27477.34643,1
Onio,624,Germany,Female,47,8,116540.6239,1,0,0,62732.27624,1
Greece,581,Spain,Female,42,5,142962.7511,1,1,0,88391.27479,1
Hsieh,623,Germany,Male,46,2,106462.2573,1,1,0,170741.7498,1
Sokolov,587,Spain,Female,36,4,128101.0945,1,1,0,9612.416327,1
Herrera,657,Spain,Male,37,7,179554.498,1,1,0,98412.22816,1
Carter,537,Germany,Male,37,7,123577.9744,1,1,0,88631.65054,1
Ojiofor,657,Spain,Male,37,7,141004.3934,1,1,0,112610.4865,1
Komarova,569,Germany,Female,35,5,134846.9621,1,1,0,148406.0209,1
Okwudiliolisa,653,Spain,Male,38,2,89898.46693,1,0,0,110326.0554,1
Carter,728,France,Male,61,3,116403.8799,1,1,0,30830.35456,1
Lo Duca,680,France,Male,52,9,90629.45072,1,1,0,138763.8032,1
Smeaton,544,Germany,Female,36,4,94535.82038,1,0,0,42672.40824,1
Eberechukwu,655,Spain,Male,40,7,93471.46727,1,1,0,83285.50197,1
Toscano,827,Germany,Male,58,4,142446.7047,1,1,0,37001.90079,1
Ts'ai,493,Spain,Male,61,9,117461.3187,2,0,0,167676.7043,1
Rizzo,554,Germany,Male,29,2,133825.3184,1,0,0,97997.75886,1
Carpenter,726,Spain,Male,61,3,123295.6927,1,1,1,84069.45516,1
Murray,799,Spain,Male,52,7,85053.5119,1,0,0,97304.66908,1
K?,740,Germany,Male,43,7,110786.8155,1,0,0,189882.4679,1
Lori,645,Spain,Male,35,4,66363.0323,1,0,0,155509.1068,1
Mazure,702,Germany,Male,50,7,135667.8132,1,1,0,62102.75737,1
Ko,587,Germany,Female,51,2,125061.2731,1,1,0,187482.4638,1
Kuo,793,France,Female,48,8,79975.95247,1,1,0,61868.27759,1
Johnson,693,Spain,Male,44,2,56039.7998,1,0,0,70321.7989,1
McGill,606,Spain,Female,50,1,122157.9536,1,1,0,40773.72743,1
Nwebube,607,France,Male,51,8,123731.5512,1,0,1,165474.5227,1
Banks,639,Spain,Female,47,5,134678.8888,1,1,0,119826.9002,1
Hardy,619,France,Female,38,8,126306.3822,1,1,0,141542.4681,1
Gerasimova,640,Spain,Female,60,7,132548.8411,1,1,0,33319.58923,1
Yin,543,France,Female,33,6,142969.9341,2,0,0,109939.8393,1
Pisani,494,Germany,Female,43,2,72560.7751,1,1,0,26641.1871,1
McGregor,799,Spain,Female,47,1,93619.04681,1,0,0,84458.42876,1
Chikezie,530,Spain,Female,45,4,120281.4515,1,0,0,133729.315,1
Simmons,781,France,Female,55,4,180382.4347,1,0,0,160431.763,1
Davidson,651,Spain,Male,37,3,86873.83049,2,1,0,134504.3593,1
Anenechi,523,Spain,Female,48,5,100339.331,1,0,0,147902.7944,1
Wang,572,France,Female,42,8,118331.9971,1,1,0,138276.3008,1
Esposito,528,Germany,Male,36,1,127002.7994,1,0,0,158374.4893,1
Iadanza,591,Germany,Male,39,8,110051.0147,1,1,0,68235.77807,1
Mack,688,Spain,Female,26,1,99062.10431,1,0,0,60278.75728,1
Greene,524,Germany,Female,46,0,63219.78679,2,0,0,5816.276076,1
Kerr,520,France,Male,39,6,89203.84136,1,0,0,197694.7107,1
Sutherland,528,Germany,Female,52,0,187396.4651,1,1,0,54939.71589,1
Tokaryev,656,Spain,Female,36,3,178981.6295,1,1,1,180794.1126,1
Onuoha,707,Germany,Male,48,3,153196.6748,1,1,0,66366.77742,1
Grant,675,France,Female,50,7,204510.8551,1,0,0,182310.5422,1
Herz,667,Germany,Female,45,2,122274.2034,1,0,0,157312.0553,1
Clark,639,Spain,Female,46,8,105272.7929,1,0,0,73588.92749,1
Mitchell,687,Spain,Female,57,2,131902.0773,1,0,0,121264.5967,1
Chiemenam,808,France,Female,30,8,116803.7309,1,1,0,85461.48056,1
Armstrong,653,Spain,Female,48,5,187842.4746,2,1,1,142084.9452,1
Tsou,613,Spain,Female,52,0,204576.3267,1,1,0,48479.28504,1
Bergamaschi,643,France,Male,42,2,136736.4323,1,0,0,4323.330636,1
Otutodilichukwu,626,France,Female,44,3,118843.1284,1,1,0,73997.09723,1
Udinesi,720,France,Male,48,5,126995.2181,1,0,0,47241.06384,1
Arcuri,453,France,Male,51,7,167944.902,1,0,0,98796.0826,1
Wan,655,France,Male,54,1,122287.9941,2,0,0,112971.6644,1
Austin,528,Germany,Male,56,2,71413.64171,1,0,0,164734.9489,1
Shelby,626,Germany,Female,35,1,91551.51977,1,1,0,172071.5095,1
Thompson,747,Spain,Female,54,3,80835.18526,1,1,0,8288.026741,1
Vigano,634,France,Female,53,3,81142.60135,1,0,1,107266.7512,1
Lucchesi,600,France,Female,48,4,129632.8373,1,1,0,107330.0865,1
Ricci,618,France,Female,52,2,128058.644,1,1,0,116493.8537,1
Ross,599,Germany,Male,43,8,98856.33002,1,1,0,177230.6771,1
Thurgood,699,Spain,Male,45,3,107386.5651,1,0,0,186466.1125,1
Zarate,606,Spain,Male,45,4,105128.9926,1,0,1,49444.20789,1
Ni,644,France,Male,41,6,145761.0382,1,1,0,165397.2319,1
Scott,670,France,Male,49,8,114079.146,1,0,0,186305.541,1
Hu,726,Germany,Female,47,0,149377.0985,1,1,0,177251.562,1
Udinesi,543,Spain,Female,47,1,122727.3039,1,0,0,125185.7317,1
Griffin,677,Germany,Female,37,7,123402.6988,1,0,0,190961.7821,1
Butusov,803,Germany,Female,50,3,171009.8514,1,1,0,13025.69106,1
Dilke,575,Spain,Male,45,7,105822.1591,1,1,0,11818.24026,1
Padovesi,735,Spain,Male,40,7,153958.0544,1,1,0,131573.5074,1
Dulhunty,675,France,Male,41,8,100000.5523,1,0,0,66016.68644,1
Ferri,727,Spain,Female,33,6,129980.0138,1,1,0,14763.80725,1
Cashin,604,Spain,Female,39,0,154708.0367,1,1,0,17854.96352,1
Chibueze,625,Spain,Female,46,3,163065.1592,1,0,0,150637.4439,1
Sal,800,France,Male,48,2,115366.829,1,1,0,13133.43648,1
Ifeatu,584,France,Female,43,2,130265.5141,1,1,0,96563.15766,1
Clark,545,France,Female,39,7,125576.1808,1,1,0,176195.3766,1
Amadi,675,France,Female,53,5,176191.1847,1,0,0,103685.6206,1
Thornton,740,Spain,Female,30,5,132618.6248,1,1,0,61260.60305,1
Rizzo,642,France,Male,48,8,134507.5829,1,1,0,139065.3971,1
Boyle,718,Spain,Male,38,5,162636.8033,1,0,0,158104.3379,1
Duffy,698,Germany,Male,51,2,161197.6562,1,0,0,99485.2182,1
Mello,577,Spain,Male,43,1,120341.1863,1,0,0,138388.08,1
Sykes,617,Germany,Male,39,4,74705.73729,1,1,0,173516.814,1
Kashiwagi,618,Germany,Male,49,4,115056.9905,1,1,0,125973.6443,1
Liang,671,Spain,Female,46,2,139910.7847,1,1,0,90118.5531,1
Barwell,648,Germany,Male,44,3,143307.3093,1,1,0,51866.6173,1
Trevisani,535,Spain,Male,32,3,113880.6303,1,1,0,183628.3299,1
McMillan,622,France,Male,41,2,104017.7741,1,0,0,176560.5213,1
Olisaemeka,770,Spain,Male,46,2,164267.5634,1,0,0,114674.6147,1
Toscani,609,France,Female,50,6,140501.4981,1,0,0,12353.24268,1
Ma,612,Spain,Male,46,4,201613.3838,1,1,0,61945.75336,1
Howells,564,France,Female,42,2,114489.0032,1,0,0,124467.5305,1
Read,730,Germany,Male,46,1,145846.3809,1,0,1,103566.9599,1
Doherty,802,France,Male,46,0,127609.8463,1,0,0,89246.90244,1
Beede,639,France,Male,36,5,100312.5478,2,0,0,104894.7774,1
McMillan,641,France,Female,26,2,118666.6598,1,0,0,145387.5789,1
Myers,709,France,Male,50,3,81675.24863,1,0,1,15399.27209,1
Swain,572,Spain,Male,28,6,95103.44808,1,0,0,178077.2749,1
Ibrahimova,590,Spain,Male,33,4,63868.18062,1,1,0,161944.7498,1
Gorshkov,543,France,Male,65,8,117595.2874,1,0,0,65296.23882,1
McMorran,769,Spain,Male,37,6,92078.52519,1,1,1,71830.86271,1
Taylor,652,Germany,Male,29,3,163030.4547,1,1,0,3870.90959,1
Paterson,531,France,Male,40,8,100378.3801,1,0,0,41449.16974,1
Fang,696,Germany,Male,51,5,111095.1394,1,1,0,27688.72733,1
Macknight,541,France,Female,49,4,122482.835,1,1,0,150268.3087,1
Coles,718,France,Male,50,0,169839.2838,1,1,0,108139.1927,1
Franz,633,Spain,Male,34,1,106650.7921,1,1,1,179711.5355,1
Nweke,518,France,Female,42,6,186886.2319,1,1,0,194201.682,1
Belov,483,Germany,Male,30,3,127774.5281,1,1,0,11182.15725,1
Barry,689,France,Male,40,4,93900.00159,1,0,0,168603.7998,1
Obialo,468,France,Male,37,3,145543.4211,1,0,0,72281.26133,1
Golubev,570,France,Male,44,8,133749.7027,1,0,0,147054.2195,1
Ozerova,633,France,Female,50,6,193207.3989,1,0,0,109477.0983,1
Greenwood,648,France,Female,62,6,110590.2822,1,1,0,107065.1931,1
Mancini,728,Germany,Male,49,9,5892.170464,1,0,0,137126.8602,1
Henderson,706,Spain,Male,52,3,2759.814591,1,1,0,181092.3399,1
Gordon,756,Spain,Male,44,3,111863.142,1,1,0,18170.01301,1
Castiglione,732,France,Male,52,9,132382.6494,1,1,0,27892.36673,1
T'ien,656,Spain,Male,45,7,101577.5279,1,0,1,62220.33266,1
Wright,631,Germany,Male,39,6,146720.2791,1,0,0,130200.812,1
Chinomso,673,Spain,Female,43,8,120759.4674,1,1,0,178989.3891,1
Abramovich,648,Spain,Male,40,8,74986.54857,1,1,0,43412.58713,1
Lloyd,696,Spain,Female,37,3,92174.08971,1,0,0,130204.9128,1
Onuoha,570,Spain,Female,35,5,129943.2959,1,0,1,1375.809202,1
Chiu,577,Germany,Male,51,3,136094.5314,1,1,0,9786.758573,1
Schneider,678,Germany,Male,42,5,113867.7215,1,1,0,147172.1038,1
Iloerika,580,Germany,Male,53,5,95715.67815,1,1,0,65232.32642,1
French,631,France,Male,50,7,116363.9369,1,1,0,68309.98425,1
Denisov,651,France,Male,42,8,52193.4749,1,0,0,142729.6443,1
Hao,516,Spain,Female,35,4,84956.32642,2,0,0,37731.75348,1
Nwebube,610,France,Male,61,6,145086.6917,1,1,0,32083.45214,1
Muse,575,France,Male,55,5,180577.8308,1,0,0,86135.08274,1
Degtyarev,592,France,Female,44,4,139093.1395,1,0,0,165607.1815,1
Gaffney,689,France,Male,35,2,193522.1762,1,1,0,18698.47665,1
Pugh,743,Germany,Female,48,4,162297.6859,1,0,0,94976.92173,1
Wright,643,Germany,Male,38,0,90827.68333,1,1,0,18954.81197,1
Capon,684,France,Male,48,5,125022.9633,1,1,1,172474.1749,1
Meng,725,Germany,Male,38,4,96483.30061,1,1,0,68746.59978,1
Ch'eng,664,Germany,Female,39,4,171940.1188,1,0,0,93935.7665,1
McCulloch,607,Spain,Male,64,6,127781.6967,1,1,1,191463.0192,1
Favors,640,France,Male,51,8,122958.6873,1,0,1,164344.085,1
See,626,France,Male,52,7,85955.26302,1,0,1,178199.4326,1
Hsieh,678,Germany,Male,55,5,138673.8899,1,1,0,49764.46988,1
Ireland,537,France,Male,44,5,120574.7593,1,1,0,6549.782986,1
Nwabugwu,744,France,Male,59,10,145146.0866,1,0,0,29375.12346,1
McNaughtan,592,France,Male,49,7,148907.2764,1,1,0,160693.2354,1
Galloway,778,France,Female,46,4,145522.8881,1,0,0,125393.5002,1
Maconochie,675,Germany,Male,38,6,115508.7063,1,0,0,77339.29138,1
Lung,700,Spain,Female,62,8,126160.928,1,1,0,28607.82161,1
Ho,528,France,Female,43,3,174536.7763,1,1,0,72884.85083,1
Murray,691,Spain,Male,28,8,109545.5154,1,0,0,15908.81445,1
Wentworth-Shields,675,Germany,Male,42,5,102610.9661,1,0,0,115332.6728,1
Sazonova,507,France,Male,47,7,115130.6909,1,0,0,26716.34114,1
Ikechukwu,627,Spain,Male,43,4,136073.4668,1,0,0,92377.59196,1
Warner,613,Spain,Male,48,4,107177.5972,1,1,0,85078.82645,1
Harrison,646,France,Male,37,1,170036.6064,1,1,0,16531.67804,1
Torkelson,599,Spain,Male,60,1,67083.27477,1,0,0,90303.47655,1
Macnamara,654,France,Female,47,3,137635.9731,1,1,0,142820.1082,1
Alexeieva,665,Germany,Male,42,2,130947.7695,1,0,0,67256.1916,1
Myers,630,Spain,Male,29,5,129544.541,1,0,1,9338.493969,1
Egobudike,599,Germany,Male,49,3,137443.0781,1,0,0,4036.19901,1
Rapuokwu,720,France,Male,36,2,63657.71938,1,0,1,180043.7552,1
Walpole,704,Spain,Female,36,4,81590.10957,1,0,0,91432.92278,1
Scott,615,France,Male,43,9,131316.1404,1,0,0,61348.31513,1
Morgan,499,Germany,Male,59,4,126730.9872,1,1,0,177920.4091,1
Chimaraoke,469,France,Male,57,6,111207.1029,1,0,0,52078.54357,1
Ukaegbunam,704,France,Male,37,3,129504.9683,1,0,0,86845.67968,1
Kerr,568,France,Female,36,7,82850.0534,1,1,0,62246.88018,1
Nwabugwu,640,Spain,Female,53,8,121916.61,1,0,0,177266.3542,1
Herz,660,France,Male,51,5,106088.8491,1,1,0,89766.37691,1
Shao,701,France,Female,40,8,107654.6512,2,0,0,92719.53217,1
Leckie,543,Germany,Male,47,2,124275.6842,1,1,0,88803.49187,1
Curtis,696,Germany,Female,36,4,140173.078,1,0,0,130875.8023,1
Sabbatini,765,Spain,Male,47,5,109565.4486,1,1,0,112999.6831,1
Ross,579,Spain,Female,44,8,113068.8765,1,1,0,118484.9062,1
Cox,632,France,Female,46,3,112349.836,1,1,0,127945.3484,1
Lung,584,France,Male,45,7,133970.4369,1,0,1,69002.15208,1
Fu,608,Spain,Male,55,7,147943.109,1,1,0,186367.4365,1
Shih,723,Germany,Male,43,4,134220.5293,1,0,0,159631.5325,1
Power,683,France,Female,36,1,95841.43349,1,1,1,29574.21325,1
Nebechi,606,Spain,Male,42,8,73450.27254,1,1,0,177053.1919,1
McIntyre,750,Germany,Female,52,7,156865.5218,1,1,0,187495.5275,1
Watson,673,France,Male,54,3,117869.4682,1,1,0,114423.5383,1
Yeh,741,Germany,Female,44,8,144535.5094,1,0,0,17970.39829,1
Craig,776,France,Male,47,5,109796.322,1,1,0,87788.29231,1
Buckley,688,Spain,Male,35,6,128775.0401,1,0,0,61624.29842,1
Crawford,586,Spain,Male,50,2,72485.66494,1,0,0,8996.785225,1
Frolov,565,France,Male,39,7,177693.1814,1,0,0,26915.13275,1
Flemming,618,France,Male,42,1,116830.057,1,0,0,22572.98481,1
Shepherd,585,Germany,Female,42,1,96817.90988,1,0,0,180936.3102,1
Ball,594,France,Female,34,8,138806.2696,1,1,0,55724.20858,1
Fancher,581,France,Female,55,2,113888.7634,1,0,0,113175.1268,1
Golovanov,666,France,Male,54,8,129216.4895,1,0,0,191833.6376,1
Tretiakova,631,Spain,Female,37,5,127719.1378,1,1,0,24265.26761,1
Su,661,France,Male,41,4,182909.3077,1,1,1,147072.8595,1
Botts,594,France,Female,33,1,112670.969,1,0,1,109241.8121,1
Coupp,634,Germany,Female,38,4,136330.9061,1,1,0,56449.74844,1
Ch'en,643,Spain,Male,38,7,107056.693,1,0,0,60254.78717,1
Gell,601,France,Male,43,8,206050.6001,1,0,0,177407.4359,1
Hughes,533,France,Male,40,1,123606.9688,1,1,0,118747.3756,1
K'ung,362,France,Female,56,3,113711.7919,1,0,0,168897.6345,1
Galkina,615,Germany,Female,56,5,140007.7708,1,1,0,75918.15693,1
Fan,704,Spain,Male,49,6,137679.2761,2,1,1,81674.15466,1
Su,567,Germany,Female,42,3,120990.4552,1,1,0,119637.2589,1
Shih,520,Germany,Male,47,4,122640.9471,1,1,0,141010.1699,1
Clark,631,Germany,Male,47,7,118780.066,1,1,0,40284.15301,1
Nebechi,500,Germany,Male,45,0,120151.5915,1,0,0,29457.6753,1
King,642,France,Male,53,6,127443.2287,1,0,0,176885.787,1
Stone,569,Spain,Female,43,3,77787.82118,1,1,0,146465.0917,1
Castiglione,607,Spain,Male,41,3,167841.0188,1,0,0,199244.1825,1
Benson,450,Germany,Male,34,4,125568.5189,1,0,0,18302.36507,1
Johnston,574,France,Male,44,5,94523.43343,1,1,0,114697.7209,1
McGregor,463,France,Male,47,4,123710.7223,1,0,0,41235.14057,1
Lane,493,France,Female,52,8,93916.37177,1,0,0,139953.2983,1
Montague,642,France,Male,38,5,6573.773356,1,0,0,191304.9003,1
Nicholls,601,Spain,Male,42,2,128542.7465,1,1,0,46214.64177,1
Scott,654,Germany,Male,47,0,135152.9762,1,0,0,188164.1934,1
Alekseyeva,572,Spain,Female,45,2,117519.825,1,1,0,88871.69473,1
Samuel,773,Germany,Male,30,3,68185.55794,1,0,0,19412.59024,1
Shaffer,519,Germany,Female,39,3,155369.5446,2,0,0,69619.30898,1
Flannery,624,Spain,Male,46,1,123762.2866,1,1,0,161468.2524,1
Stephens,599,Spain,Male,44,6,227016.5965,1,0,0,41111.19829,1
Long,621,France,Male,30,2,89493.94505,1,1,0,59045.44195,1
Lu,663,France,Male,42,1,127426.4062,1,0,0,30245.58193,1
Celis,587,Germany,Female,43,7,130457.5547,1,1,0,142060.9232,1
Kodilinyechukwu,633,Germany,Male,49,3,92437.59616,1,0,0,3212.331382,1
Maslova,554,France,Female,28,7,122041.1354,1,0,1,158553.0959,1
King,627,France,Male,48,4,132796.2489,1,1,1,25443.48878,1
L?,643,Germany,Male,40,3,117204.8146,1,0,0,181712.606,1
Chu,626,France,Female,34,7,122408.5674,1,0,0,106760.0932,1
Ugonna,714,France,Male,40,1,7903.877352,1,0,0,175631.5753,1
Lorenzo,738,France,Male,67,4,94330.17396,1,1,0,4486.996666,1
Ko,654,France,Male,55,7,121896.0584,1,1,0,139775.6473,1
Genovese,816,France,Male,32,8,125422.4705,1,1,0,86878.19797,1
Kent,631,Spain,Female,39,6,125682.4307,1,1,0,141260.573,1
Wang,577,Spain,Female,46,7,134170.1141,1,0,0,184294.8883,1
T'ang,587,Germany,Male,52,7,123325.7252,1,0,0,21774.0948,1
Perez,710,France,Male,32,8,129578.2781,1,0,0,77099.94575,1
Hansen,526,Spain,Male,52,1,95676.12833,1,1,0,83210.43568,1
Gilbert,785,France,Male,49,4,110086.7034,1,1,0,184304.2771,1
Riggs,704,Germany,Female,49,4,123626.9608,1,0,1,7201.167943,1
Liu,635,Spain,Male,42,3,81318.74385,1,1,0,122540.4867,1
Ward,588,Spain,Female,39,1,67393.68361,1,0,0,181355.0792,1
Cooper,575,France,Female,40,5,96560.21575,1,0,0,11157.92356,1
Hsieh,731,Germany,Male,56,2,112766.7797,1,1,0,49083.73771,1
Oliver,607,France,Female,33,2,102414.988,1,0,0,108574.5793,1
Afanasyev,602,Spain,Male,46,1,104809.6918,1,1,0,109893.3687,1
Konovalova,651,Spain,Male,48,0,78127.4733,1,0,0,156305.6668,1
Parkhill,519,France,Female,41,1,114614.8548,1,1,0,189675.0608,1
Palmer,506,France,Male,48,5,123906.1562,1,1,0,92154.67679,1
Calabrese,660,Germany,Male,37,4,129971.338,1,1,0,79635.04921,1
Tseng,659,France,Male,40,9,98974.48025,1,1,0,1934.816553,1
Morley,780,Spain,Male,55,1,100350.6878,1,1,0,69780.71225,1
Mitchell,668,France,Male,32,7,99070.4194,1,1,0,48730.19856,1
